term,definition,POS,notes
abscission,abscission,f,botany] 
absconder,obsolete form of abscondre,v,
abscondre,To hide; to dissimulate,v,obsolete] 
abscons,So abstruse as to prevent comprehension entirely,adj,"literary, pejorative] "
absconser,obsolete form of abscondre,v,
absence,absence (state of being absent or withdrawn),f,
absent,absent,adj,
absent,absent-minded,adj,
absent,absentee; missing person,m,
absentéisme,absenteeism,m,
absentéisme,"lack, absence",m,
absentéisme,"abstention, nonparticipation (from a vote, etc.)",m,
absentéiste,absentee (attributive),adj,
absenter,to leave; to absent oneself,vr,
absidal,apsidal,adj,
abside,apse,f,architecture] 
absidial,alternative form of absidal,adj,
absinthe,wormwood (Artemisia absinthium),f,
absinthe,absinthe,f,
absinthé,Containing absinth or wormwood,adj,
absinthique,Containing wormwood,adj,
absinthisme,absinthism,m,
absolu,absolute,adj,
absolument,absolutely; totally; completely,adv,
absoluteur,absolving,adj,
absoluteur,absolver,f,
absolution,absolution (from sins or wrongs),f,
absolution,"acquittal, absolution",f,legal] 
absolutiser,absolutize,v,
absolutisme,absolutism,m,
absolutiste,absolutist,mf,
absolutiste,"absolutist, absolutistic (absolutistical)",adj,
absolutoire,absolutory (relating to absolution),adj,
absorbabilité,absorbability,f,
absorbable,absorbable,adj,
absorbance,the fact of being absorbent,f,
absorbant,absorbant,adj,
absorbant,"absorber, absorbant; something that absorbs",m,
absorber,to absorb,v,
absorbeur,absorber,m,
absorbeuse,feminine noun of absorbeur,f,
absorption,absorption,f,
absorptivité,absorptivity,f,
absoudre,to absolve,v,
absous,absolved [past participle of absoudre],adj,
absoute,absolution (song for the dead),f,
abstème,refusing to receive communion in Church under the species of wine,adj,"Quebec, legal, historical] "
abstème,abstaining from alcohol; abstemious; teetotal,adj,rare] 
abstenir,to abstain,vp,
abstention,abstention,f,
abstentionnisme,abstentionism,m,
abstentionniste,abstentionist,m,
abstersif,abstergent,adj,
abstersif,abstergent (a substance used in cleansing),m,
abstinence,abstinence (act or practice of abstaining),f,
abstinence,abstinence (specifically act or practice of abstaining from alcohol),f,
abstinence,abstinence (specifically act or practice of abstaining from sexual relations),f,
abstinent,"abstinent, teetotal",adj,
abstinent,"abstinent, teetotaler / teetotaller",m,
abstracteur,abstracter,m,
abstracteuse,feminine singular of abstracteur,f,
abstractif,abstractive,adj,
abstraction,abstraction,f,
abstractionnisme,abstractionism,m,
abstractionniste,abstractionist (related to abstract art),adj,
abstractivement,abstractively,adv,
abstraire,to abstract (to separate; to remove; to take away),v,"very, rare] "
abstrait,abstract,adj,
abstraitement,abstractly,adv,
abstrus,abstruse,adj,"literary, pejorative] "
absurde,absurd (contrary to reason or propriety),adj,
absurdement,absurdly,adv,
absurdité,absurdity,f,
absurdité,nonsense (meaningless words),f,
abugida,abugida,m,
abu-markub,shoebill,m,"used in Africa, notably in Sudan] "
abus,abuse (improper usage),m,
abuser,to mislead,v,
abuser,to take advantage of somebody (especially sexually),v,followed by the preposition de] 
abuser,to abuse (use improperly),v,
abuser,to go too far,vi,slang] 
abuseur,abuser,m,
abuseuse,feminine noun of abuseur,f,
abusif,abusive,adj,
abusivement,abusively,adv,
abyme,alternative form of abîme,m,archaic] 
abyssal,abyssal,adj,
abysse,abyss,m,
abysse,deep sea,m,
abyssin,Abyssinian,adj,
abyssin,Abyssinian (cat),m,
Abyssinie,Abyssinia (former name of Ethiopia),prop} {f,
abyssinien,Abyssinian,adj,
abyssinien,Abyssinian (cat),m,
abyssopélagique,abyssopelagic,adj,
AC45,AC45 (America's Cup class),f,sports] 
AC72,AC72 (America's Cup class developed for the 2013 America's Cup),f,sports] 
AC90,AC90,n,
acabit,"kind, type, sort",m,
acacia,acacia,m,
académicien,academician (member of an academy),m,
académicienne,feminine noun of académicien,f,
académie,academy (learned society),f,
académique,academic,mf,
académique,academic,adj,
académiquement,academically,adv,
académisable,Able to be admitted to the Académie française,adj,
académiser,to academicize,v,
académisme,academicism,f,
académiste,A scholar at an academy,mf,
académiste,An academician,mf,
Acadie,Rendering of the Ancient and mythical Acadia,prop,
Acadie,"The name of a French Northern American colony, part of Nouvelle France (New France), comprising the present Canadian provinces of Nova Scotia (French Nouvelle Écosse) and New Brunswick (French Nouveau Brunswick, split off) and Cape Breton Island (French Île du Cap-Breton, split off but ultimately (re)integrated into Nova Scotia)",prop,
acadien,Acadian (of or pertaining to Acadia),adj,
Acadien,Acadian (a native of Acadia),m,
Acadienne,feminine noun of Acadien,f,
acafalé,"long, extended",adj,Switzerland] 
acagnarder,to become lazy,v,
açaï,acai,m,
acajou,"cashew tree; also, its fruit",m,
acajou,"mahogany tree; also, its timber",m,
acalifourchonné,straddled,adj,
acalorique,acaloric,adj,
acanthe,"acanthus, bear's breeches (any of various species of plants in the genus Acanthus of the Acanthaceae)",f,
acanthe,alternative form of feuille d'acanthe,f,
acanthite,acanthite,f,mineral] 
acanthocéphale,acanthocephalan,m,
acanthopode,acanthopodous,adj,botany] 
acanthure,"A fish of the genus Acanthurus, from the Acanthuridae family",m,
acantoïde,acanthoid,adj,
acapsulé,acapsular,adj,
acapulcoïte,acapulcoite,f,mineral] 
acardiaque,acardiac,adj,
acariâtre,"cantankerous, ill-tempered, shrewish",adj,
acariâtreté,shrewishness,f,
acarien,mite (an arachnid),m,zoology] 
acarologie,acarology,f,
acarologique,acarological,adj,
acarophobie,acarophobia,f,
acarpe,acarpous,adj,botany] 
acastilleur,ship's chandler,m,nautical] 
acatalecte,synonym of acatalectique,adj,
acatalectique,acatalectic,adj,
acatalepsie,acatalepsy,f,
acataleptique,acataleptic,adj,
acatène,chainless,adj,
acathésique,alternative form of acathisique,adj,
acathisie,alternative form of akathisie,f,
acathisique,akathisic,adj,
acatholique,acatholic,adj,
acaule,acaulous,adj,botany] 
acausal,acausal,adj,
accablant,overwhelming,adj,
accablé,stricken,adj,
accablé,afflicted,adj,
accablement,"consternation, overwhelming despondency",m,
accabler,"to devastate, overwhelm",v,
accabler,to condemn (someone),v,"of testimony, etc.] "
accadien,alternative spelling of akkadien,adj,
accadien,alternative spelling of akkadien,m,
accalmie,lull,f,
accalmie,reprieve (period of calm),f,
accalminé,becalmed,adj,nautical] 
accalmir,to lull,vr,of the sea] 
accaparement,"monopolization, cornering (of a market)",m,
accaparement,"acquisition, occupation, grabbing",m,
accaparer,"to monopolize, to corner",v,
accaparer,"to occupy, to grab, to aquire (often with force or money)",v,
accaparer,"to engross, to preoccupy",v,
accapareur,hoarder,m,
accapareur,monopolist,m,
accapareuse,hoarder (female),f,
accastillage,superstructure,m,nautical] 
accastillage,hardware,m,
accastiller,to fit out (originally to provide the fore- and aft- castles),v,nautical] 
accédant,accessor,m,
accédante,feminine singular of accédant,f,
accéder,to reach (a place),v,
accéder,"to obtain, to achieve, to reach (a goal)",v,
accéder,to grant (permission),v,
accéder,to access (information),v,
accelerando,accelerando,adv,
accélérateur,accelerative,adj,
accélérateur,"accelerator, gas pedal",m,
accélérateur,accelerator,m,physics] 
accélération,acceleration,f,countable and uncountable] 
accélérer,to accelerate,v,ergative] 
accélérographe,accelerometer,m,
accélérographe,accelerograph,m,
accéléromètre,accelerometer,m,physics] 
accent,"accent, manner or tone of speech",m,
accent,an accent symbol,m,linguistics] 
accent,"accent, stress",m,linguistics] 
accent,"strain, section",m,music] 
accentuation,"stressing, accenting",f,
accentué,"pronounced, marked, accented",adj,
accentuel,accentual,adj,
accentuer,to accentuate (emphasize),v,
accentuer,to intensify,v,
accentuer,to accent (put an accent on a letter or symbol etc.),v,
acceptabilité,acceptability,f,
acceptable,acceptable,adj,
acceptant,acceptant,adj,
acceptatif,acceptative,adj,
acceptation,acceptance,f,
acceptation,approval,f,
accepter,to accept,vt,
accepteur,acceptor,m,banking] 
acception,"meaning, sense (of a word), acceptation",f,
accès,access,m,
accès,"attack, sudden fit",m,medicine] 
accesseur,accessor,m,object-oriented] 
accessibilité,accessibility,f,
accessible,"accessible, attainable, obtainable, available",adj,"of a place, information, etc.] "
accessible,affordable,adj,of a price] 
accessible,approachable,adj,of a person] 
accession,accession (to throne),f,
accession,accession,f,legal] 
accessit,≈ merit certificate,m,school] 
accessoire,accessory,m,
accessoire,prop,m,theater] 
accessoire,accessory (having a supplementary function),adj,
accessoirement,accessorily,adv,
accessoirisation,accessorization,f,
accessoirisé,accessorized (with),adj,
accessoiriser,to accessorize (with),vt,
accessoiriste,a props assistant,mf,film cast] 
accident,accident,m,
accidentable,damageable,adj,
accidentalité,accidentality,f,
accidentalité,accident frequency (especially the statistics of road accidents at specific locations),f,
accidenté,eventful (story),adj,
accidentel,accidental (happening by chance),adj,
accidentellement,"accidentally (unexpectedly, unintentionally)",adv,
accidenter,to damage; to hurt (in an accident),vt,
accidentogène,hazardous,adj,
accidentogène,accident-prone,adj,
accidentologie,accidentology,f,
accidentologue,accidentologist,mf,
accipitrin,accipitrine,adj,
accise,"excise, excise tax",f,
accisien,excise (attributive),adj,
accisien,exciseman,m,
acclamatif,acclamative,adj,
acclamation,acclamation,f,
acclamer,"to acclaim, applaud (to shout applause)",v,
acclimatable,acclimatable,adj,
acclimatation,acclimatization,f,
acclimaté,acclimatized,adj,
acclimatement,acclimatization,m,
acclimater,to acclimatize (get used to a new climate),v,
accointance,companionship,f,
accointance,amorous relations,f,usually in plural] 
accointer,"to get to know, acquaint oneself with",v,
accolade,curly bracket (brace),f,
accolade,accolade (knights),f,historical] 
accolade,embrace,f,
accolé,bracketed,adj,
accolement,apposition,m,
accoler,to place side by side,v,
accoler,to bracket together,v,typography] 
accombant,accumbant,adj,botany] 
accommodant,accommodating; conciliatory,adj,
accommodat,acquired characteristics,m,biology] 
accommodateur,accommodatory,adj,
accommodation,accommodation,f,
accommodement,"settlement, arrangement",m,
accommoder,to accommodate,v,
accompagnateur,accompanier; co-(something),m,
accompagnateur,accompanist,m,music] 
accompagnatrice,female equivalent of accompagnateur,f,
accompagnement,accompaniment,m,
accompagnement,side dish,m,
accompagner,"to accompany, to escort",vt,
accompli,"achieved, accomplished, perfect",adj,
accompli,"finished, done",adj,
accomplir,to accomplish,v,
accomplir,to achieve,v,
accomplissement,"accomplishment, achievement, fulfillment",m,
accon,alternative form of acon,m,
acconage,alternative form of aconage,m,
acconier,alternative form of aconier,m,
acconière,feminine singular of acconier,f,
accord,chord,m,
accord,agreement,m,
accord,"permission, consent",m,
accordable,accordable,adj,
accordailles,betrothal (mutual promise),fp,archaic] 
accordé,"agreeing, which agrees with its subject",adj,grammar] 
accordement,granting,m,
accordement,agreement,m,
accordement,tuning,m,
accordéon,accordion,m,musical instruments] 
accordéonesque,accordionesque,adj,
accordéoniste,accordionist,mf,
accorder,to grant (something to someone),vt,
accorder,"to link to, to be related to",v,
accorder,to make agree,vr,grammar] 
accorder,"to tune, to tune up",v,music] 
accorder,"to award (a free kick, a penalty, a foul, etc.)",v,sports] 
accordeur,tuner (device that shows the deviation of the played pitch from the desired pitch),m,music] 
accordiste,A member of an accord,mf,politics] 
accordoir,tuning wrench,m,
accore,"shore, prop, strut",m,
accore,sheer (very steep),adj,
accorer,to shore up,v,
accorné,horned,adj,heraldry] 
accort,"cheerful, accommodating; comely",adj,
accortement,"accordingly, accordantly",adv,
accostable,approachable (of a person),adj,
accostable,dockable (at which you can land a boat),adj,nautical] 
accostage,"docking, coming alongside",m,
accoster,to come ashore,vi,nautical] 
accoster,to lay something next to another object,vt,
accoster,"to approach someone; to interrupt someone (especially a stranger, in the street)",vt,"by extension, slightly pejorative] "
accot,mulch,m,
accotement,"hard shoulder, shoulder",m,
accoter,to lean,vr,
accoter,"to support, to rest (on)",vt,
accoter,to equal,v,"Québec, colloquial] "
accotoir,armrest,m,
accouchement,delivery (act of giving birth),m,
accoucher,"to give birth (de to), to go into labour",vi,ergative] 
accoucher,to deliver (a baby),vt,ergative] 
accoucheur,midwife (male),m,
accoucheur,obstetrician,m,
accoucheuse,midwife,f,
accoudement,The action of leaning on ones elbows,m,
accoudement,A neck and neck situation,m,
accouder,"to rest, lean (on one's elbows)",vr,
accoudoir,armrest,m,
accouer,to harness horses one behind another,v,
accouplable,"matchable, connectable",adj,
accouplable,That will mate,adj,zoology] 
accouplement,"coupling, mating",m,
accouplement,coupling,m,mechanics] 
accoupler,"to pair up, go together, get into a couple (of two things, to become one)",vi,
accoupler,"to unite, put together, join (of two things, to cause to become one)",vt,
accoupler,to mate,vt,of animals] 
accourcir,to shorten,v,archaic] 
accourcissement,shortening,m,
accourir,"to rush up, run up, hurry (à, vers to)",vi,
accoutré,"attired, dressed (in a particular manner)",adj,
accoutrement,(elaborate) outfit,m,obsolete] 
accoutrement,getup,m,"colloquial, pejorative] "
accoutrer,to accouter,v,
accoutumance,"habit, custom",f,
accoutumance,"addiction, dependence, acquired tolerance",f,medical] 
accoutumé,accustomed,adj,
accoutumer,"to accustom, get (someone) used (à, à faire)",vt,
accoutumer,to get used to (à),vr,
accouvage,incubation (of eggs) and subsequent hatching of chicks (in a hatchery),m,
accréditation,accreditation,f,
accréditer,accredit,v,
accréditeur,accrediting,adj,
accréditif,letter of credit,m,
