term,definition,POS,notes
abgeschlossen,completed,adj,
abgeschmackt,"outrageous, tasteless, vulgar",adj,
abgeschmackt,"corny, fatuous",adj,
abgeschmackter,comparative of abgeschmackt,adj,
abgeschmacktesten,superlative of abgeschmackt,adj,
abgeschnallt,unstrapped,adj,
abgeschöpft,past participle of abschöpfen,v,
abgeschöpft,skimmed,adj,
abgeschreckt,past participle of abschrecken,v,
abgeschweift,past participle of abschweifen,v,
abgesehen,past participle of absehen - disregarded,v,
abgesehen,"except (von for), apart (von from), other (von than)",adv,
abgesenkt,past participle of absenken,v,
abgesichert,past participle of absichern,v,
abgesichert,"secured, protected",adj,
abgesoffen,past participle of absaufen,v,
abgespannt,exhausted,adj,
abgespannter,comparative of abgespannt,adj,
abgespanntesten,superlative of abgespannt,adj,
abgesperrt,locked,adj,
abgesperrt,fenced off,adj,
abgespielt,past participle of abspielen,v,
abgespritzt,past participle of abspritzen,v,
abgesprochen,past participle of absprechen,v,
abgesteckt,"marked, defined, specified",adj,
abgestellt,past participle of abstellen,v,
abgestellt,parked (car),adj,
abgestochen,past participle of abstechen,v,
abgestorben,"dead, necrotic",adj,
abgestorben,mortified,adj,
abgestossen,past participle of abstossen,v,
abgestrahlt,past participle of abstrahlen,v,
abgestrahlt,radiated,adj,
abgestreift,past participle of abstreifen,v,
abgestumpft,past participle of abstumpfen,v,
abgestumpft,"blunted, dulled, jaded, deadened",adj,
abgestumpft,truncated,adj,
abgesunken,past participle of absinken,v,
abgetippt,past participle of abtippen,v,
abgetrennt,"detached, severed, separated",adj,
abgewandt,past participle of abwenden,v,
abgewartet,past participle of abwarten,v,
abgewehrt,past participle of abwehren,v,
abgewendet,past participle of abwenden,v,
abgewertet,past participle of abwerten,v,
abgewinnen,to win something from someone,v,
abgewinnen,to take pleasure in,v,
abgewirtschaftet,rundown,adj,
abgewirtschafteter,comparative of abgewirtschaftet,adj,
abgewöhnen,"to give up, to break [a habit]",vr,
abgewöhnen,to make sombody give up [a habit],v,ditransitive] 
abgeworfen,past participle of abwerfen,v,
abgeworfen,dropped,adj,
abgeworfen,thrown (from a horse),adj,
abgewrackt,past participle of abwracken,v,
abgezockt,ripped off,adj,colloquial] 
Abglanz,reflection,m,
Abgott,a false god; an idol,m,
Abgötterei,idolatry,f,
abgöttisch,adoring,adj,
abgöttisch,idolatrous,adj,
abgrenzen,"to delimit, to demarcate",v,
Abgrenzung,demarcation,f,
Abgrenzung,differentiation,f,
Abgrund,abyss,m,
abgründig,abysmal,adj,
abgründiger,comparative of abgründig,adj,
abgründigsten,superlative of abgründig,adj,
abgrundtief,abysmal,adj,
abgünstig,jealous,adj,
Abguss,"mold, cast",m,
Abguß,alternative spelling of Abguss,m,
Abh.,abbreviation of Abhandlung,f,
abhacken,to chop up with an axe,v,
abhaken,to checkmark,v,
abhaken,"to finish, to forget about",v,figuratively] 
abhalten,"to stop, prevent (someone (from) doing something)",vt,
abhalten,"to hold (a service, ceremony etc.)",vt,
abhalten,to change the direction from,vt,nautical] 
abhandeln,"to deal with, cover [a topic]",v,
abhandeln,to strike a deal to buy,v,
abhanden,"gone, lost",adv,
abhandenkommen,"to go missing, to lose",v,
Abhandlung,treatise (systematic discourse on some subject),f,
Abhang,"slope, incline",m,
Abhang,"hillside, declivity",m,
abhängen,(+ dative) to depend (on),vi,abhängen von] 
abhängen,to hang out,v,slang] 
abhängig,dependent (on),adj,with von] 
abhängig,addicted (to),adj,with von] 
abhängiger,comparative of abhängig,adj,
Abhängigkeit,dependency,f,
Abhängigkeit,addiction,f,
Abhängigkeits-Invertierungs-Prinzip,dependency inversion principle,prop} {n,"programming, object-oriented] "
abhängigsten,superlative of abhängig,adj,
abhauen,to cut off,vt,"auxiliary verb: haben, cutting weapon] "
abhauen,to do a runner,vi,auxiliary verb: sein] 
abhauen,to piss off,vi,"auxiliary verb: sein, pejorative] "
abheben,to lift off,vi,
abheben,to take off,vi,of airplanes] 
abheben,to answer,v,"telephone, pick up the receiver] "
abheben,to withdraw,vt,"banking, of bank accounts] "
abheben,to cut,v,card games] 
abheben,"to be dissimilar to, differ from (von)",vr,
abheilend,healing,adj,
abhelfen,to remedy [+dative],v,
abhelfen,to help down,v,
Abhilfe,"remedy, relief",f,
Abhilfe,redress,f,
abhobeln,to plane off,vt,
abhocken,to squat and then jump off a piece of equipment,v,gymnastics] 
abhocken,to get into crouch position,v,skiing] 
abhocken,to dismount (a horse),v,Swiss] 
abhocken,to sit down,v,"Swiss, colloquial] "
abhold,lofty,adj,
abholen,"to collect, pick up or fetch someone or something",v,
Abholung,"collection, pickup",f,
abholzen,"to cut down the trees, to clear of timber",v,
Abholzung,"extensive cutting of trees: logging, deforestation, clear-felling",f,
abhören,to wiretap a phone call,v,
abhören,to auscultate,v,
abhörsicher,"(of rooms or equipment) secure, bugproof",adj,
Abhörverbrecher,(World War II) A person who illegally listens to foreign radio broadcasts,m,
Abi,clipping of Abitur,n,
Abi,given name,prop} {m,
Abia,given name,prop} {m,
Abiogenese,abiogenesis,f,
Abiogenesis,abiogenesis,f,
abiotisch,abiotic,adj,
abirren,to wander off,v,
Abitur,final exams taken by pupils at the end of their secondary education in Germany and Finland,n,
Abiturient,"A pupil / student who is taking, or who has taken and passed, the Abitur. (male or of unspecified sex) (roughly, high-school graduate)",m,
Abiturientin,"Abiturient (female) (roughly, high-school graduate)",f,
abjagen,"to take, to snatch away, to steal",v,
abjekt,abject,adj,
abjekt,despicable,adj,
abkacken,to fuck up (to do badly at something),v,vulgar] 
abkacken,to die,v,vulgar] 
abkacken,to pass out,v,vulgar] 
abkacken,to crash,v,vulgar] 
abkacken,"to be stunned, to be stricken by amaze",v,vulgar] 
abkämmen,To search an area,v,
abkämmen,To destroy by bombing,v,
abkanzeln,to rebuke,v,colloquial] 
abkapseln,"to seclude, to shut off",vt,
Abkapselung,encapsulation,f,
abkarten,to secretly prearrange to advance one's own interest,v,colloquial] 
abkaufen,"to buy, buy out",v,
abkaufen,"to buy into, buy [to believe something]",v,idiomatic] 
Abkehr,rejection; renunciation,f,
abkehren,"to renounce, reject",v,
abklappern,to canvass,vt,
abklären,"to clarify, to clear up",v,
Abklärung,clarification,f,
Abklatsch,cliché,m,printing] 
Abklatsch,"poor copy, poor imitation",m,
abklingen,to fade away,v,"of, sound, light] "
abklingen,to decay,v,physics] 
Abklingzeit,decay time,f,"physics, music] "
abknabbern,to nibble off,vt,
abknallen,"to shoot down, to bump off, to pick off",v,
abknicken,to snap,v,
abknicken,to break,v,
Abkomme,descendant,m,
abkommen,"to come from, to derive from",v,dated] 
abkommen,to stray from (something),v,
abkommen,to unintentionally stray from (a chosen course),v,
abkommen,to digress from (a goal or subject),v,
abkommen,to abandon,v,
abkommen,"to start (a competition, event, etc) (in a particular way)",v,sports] 
abkommen,to free oneself,v,
abkommen,"to get away, to tear oneself away (from an activity)",v,
abkommen,"to turn from, to estrange oneself from (someone)",v,
abkommen,"to get clear of (something or someone), to get or be free of",v,
abkommen,to go out of style (to become disused or obsolete),v,
abkommen,"to grow thin and gaunt, to go to rack",v,dialectal] 
abkommen,to (be filled with and) carry water,v,"regional, Namibia, of a Rivier (arroyo)] "
abkommen,to (unexpectedly) form or arise and draw near,v,"regional, Namibia, of weather: of the wind, a draught/draft, a storm, etc] "
Abkommen,accord,n,
abkömmlich,dispensable,adj,
Abkömmling,descendant,m,
Abkömmling,derivative,m,chemical derived from another] 
abkönnen,to be able to stand or endure something or someone,v,"idiomatic, colloquial] "
abkrageln,to kill,v,"colloquial, regional] "
abkratzen,to scrape,v,
abkratzen,"to kick the bucket, snuff it (die)",v,
abkriegen,to get,v,colloquial] 
abkriegen,"to pull (someone), to pick up",v,colloquial] 
abkriegen,"to get off, remove",v,colloquial] 
abkühlen,to cool off,v,
Abkühlen,"cooling, quenching",n,
Abkühlgeschwindigkeit,rate of cooling,f,
Abkühlung,cooling,f,
Abkunft,parentage,f,
abkupfern,"to plagiarize, to copy",v,
abkürzen,to abbreviate,vt,
Abkürzung,abbreviation,f,
Abkürzung,shortcut,f,
Abkürzungsdschungel,alphabet soup (overabundance of acronyms and abbreviations),m,figuratively] 
Abkürzungsverzeichnis,list of abbreviations,n,
Abl.,abbreviation of Ablöse,abbr,
abladen,to unload,v,
abladen,to put away or down the freight,v,
abladen,to empty by put away the freight from the inner of,v,
abladen,"to pass on, to ascribe the responsibility for [to do a labelling speech act compared to literal unloading]",v,
abladen,by pass on and thus make affected by [in a manner which is compared to literal unloading],v,
abladen,to do both of the two aforementioned in one – to make affected by ascribing to,v,
abladen,to cancel the subpoena of,v,
Ablage,filing,f,
Ablage,storage,f,
Ablage,filed document,f,rare] 
Ablage,branch office,f,Swiss] 
Ablage,"deposit, deposition",f,Swiss] 
ablagern,To deposit,v,
ablagern,To season or age (especially timber),v,
Ablagerung,"deposit, sediment",f,
Ablagerung,debris,f,
Ablagerung,residue,f,
Ablagerung,deposition,f,
ablandig,offshore (moving away from the shore),adj,
Ablass,drain,m,
Ablass,cessation,m,
Ablass,indulgence,m,Roman Catholic Church] 
Ablaß,alternative spelling of Ablass,m,
Ablassbrief,letter of indulgence,m,Catholic] 
ablassen,"to drain; to let off, to let out",v,
ablassen,to let go,v,
ablaßen,obsolete spelling of ablassen,v,
Ablasshandel,selling of indulgences,m,"historical, Roman Catholicism] "
Ablaßhandel,obsolete spelling of Ablasshandel,m,
Ablassventil,"bleed valve, drain valve",n,technology] 
Ablaßventil,obsolete spelling of Ablassventil,n,
Ablation,ablation,f,
Ablativ,the ablative case,m,grammar] 
ablativisch,ablative,adj,
Ablauf,"process, procedure",m,
Ablauf,"expiry, expiration",m,
Ablauf,"flow, course",m,
ablaufen,"to expire, to run off",v,
Ablaut,ablaut (substitution of one root vowel for another),m,linguistics] 
ableben,"to decease, to die, to pass away, to leave this life",v,literary] 
Ableben,"passing (away), demise, death",n,literary] 
ablebig,"deceased, dead, having left this life, having passed on",adj,literary] 
ablegen,"To take off, put aside",v,
Ableger,spin-off of a parent company or parent organisation,m,
Ableger,"layer, shoot of a plant",m,botany] 
ablehnen,"to decline, refuse, reject, turn down",v,
Ablehnung,rejection,f,
ableitbar,"derivable, deducible",adj,
ableiten,to derive,v,
Ableitung,derivative (something derived),f,
Ableitung,derivation,f,
Ableitung,derivative,f,mathematics] 
Ableitung,derivation,f,"linguistics, process] "
Ableitung,derivative,f,"linguistics, product] "
Ableitungsmorphem,derivational morpheme,n,
ablenken,to divert,v,
ablenken,to distract,v,
Ablenkung,diversion,f,
Ablenkung,distraction,f,
Ablenkungsmanöver,diversionary tactic,n,
Ablenkungstaktik,diversionary tactic,f,
Ablepsie,ablepsia,noun,
ablesen,to read (take a reading),v,
ablesen,"to pick off, pluck",v,
abliefern,to deliver,v,
Ablieferungspflicht,delivery duty,f,
abliegen,to be far away,v,
Ablöse,one-off payment [to previous tenant for immovable installations],f,rented dwelling] 
Ablöse,transfer fee,f,sports] 
ablösefrei,not requiring a transfer fee for the transfer of a player to another club,adj,sport] 
ablösefrei,not requiring a one-off payment (to previous tenant for immovable installations),adj,Austria] 
ablösen,To detach or remove,v,
ablösen,To supersede or take over from,v,
ablösen,To relieve,v,
Ablösung,removal,f,
Ablösung,"relief, replacement",f,
abluchsen,to obtain through slyness or quickness; to wangle,v,colloquial] 
ABM,abbreviation of Arbeitsbeschaffungsmaßnahme {f},noun,
abmachen,to remove,v,
abmachen,to agree,v,
Abmachung,"deal (agreement, arrangement)",f,
abmagern,to lose weight,v,
abmähen,to mow,vt,
abmahnen,to cease and desist,v,law] 
abmatten,"to weaken, wear down",v,
abmeiern,To take away the right of ownership of a farm,v,archaic] 
abmelden,"to log out, log off",v,
abmelden,to cancel [e.g. a subscription],v,
abmessen,to measure,v,
abmeßen,obsolete spelling of abmessen,v,
Abmessung,measurement,f,
Abnahme,abatement,f,
abnehmbar,"removable, detachable",adj,
abnehmen,to take off (remove something that is attached to something or on top of it),v,
abnehmen,"to shave off (a beard, especially a full beard or moustache)",vt,
abnehmen,to amputate (a limb),vt,
abnehmen,to pick up (the phone),vti,
abnehmen,"to take (a sample of, especially blood)",vt,
abnehmen,"to take away, to take over (remove something from someone's hands or possession)",vt,usually with dative giving the owner] 
abnehmen,to buy (something from); usually implying a business deal rather than mere shopping,v,
abnehmen,"to win, steal, or confiscate (something from)",v,
abnehmen,"to hear and accept (a promise, oath, confession from)",vt,usually with dative giving the speaker] 
abnehmen,to believe (someone something),v,colloquial] 
abnehmen,to be presented with something and examine it,vt,
abnehmen,to inspect (a parade),v,military] 
abnehmen,"to decrease, to diminish",vi,
abnehmen,to lose weight,v,
abnehmen,to wane,v,of the moon] 
abnehmend,"decreasing, declining, waning, shrinking",adj,
Abnehmer,"consumer, buyer",m,
Abnehmertausch,consumer exchange,m,
Abneigung,aversion (dislike),f,
abnibbeln,to kick the bucket,v,colloquial] 
abnorm,abnormal,adj,
abnormal,abnormal,adj,
abnormaler,comparative of abnormal,adj,
abnormalsten,superlative of abnormal,adj,
abnötigen,to extort,v,
abnutzen,to wear out (by use),vt,
abnutzen,to wear,vr,to suffer due to use] 
Abnutzung,wear,f,damage of an item caused by use over time] 
Abo,clipping of Abonnement,n,
Abolitionismus,abolitionism,m,
abominabel,abominable,adj,
Abonnement,subscription,n,
Abonnent,subscriber,m,
Abonnentin,feminine noun of Abonnent,f,
abonnieren,to subscribe,v,
abonnieren,"to follow [e.g., on Instagram or Twitter]",v,
aboral,aboral,adj,
Abordnung,deputation,f,
Abordnungsgeld,relocation money,n,
Aborigine,"Aborigine, Aboriginal Australian (male or of unspecified sex)",m,
Aborigine,"Aborigine, Aboriginal Australian (female)",f,
Abort,"toilet, loo",m,dated] 
Abort,"miscarriage, spontaneous abortion, abort",m,"formal, medicine] "
abortiv,abortive,adj,
Abortus,abortion,m,
Abpfiff,final whistle,m,sports] 
abprallen,to bounce off [+ von (object) = of],v,
abquatschen,to persuade someone to give something away or to give something up,v,colloquial] 
abrackern,to toil away,vr,
Abraham,Abraham,prop} {m,Biblical character] 
Abraham,given name,prop} {m,
abrahamitisch,Abrahamic,adj,
Abrasion,abrasion (act of abrading),f,
Abrasion,abrasion,f,geology] 
Abrasionsbeständigkeit,abrasion resistance,f,
Abrasionsplatte,abrasion platform (loping or nearly flat bedrock surface extending out from the foot of a marine cliff under shallow water of a breaker (wave) zone),f,
abrasiv,abrasive,adj,
abraten,"to discourage, dissuade",v,
abräumen,"to clear away, to clear",v,
abrechnen,To settle up; to establish (and balance) all earnings and costs,vi,
abrechnen,To sum up; cash up; to make a final account or bill of something; to include something in such a bill,vt,
abrechnen,To subtract,vt,
abrechnen,To settle scores with someone or something; to make one's final reckoning; to get even; to have closure or revenge,vi,figurative] 
Abrechnung,settlement (final invoice),f,
Abrechnung,"reckoning, payoff",f,
Abrede,agreement,f,dated] 
abregen,to calm down,vr,
abreiben,"to rub off, scuff, or abrade",v,
abreiben,to rub,v,
abreiben,to grate,v,cookery] 
Abreibung,abrasion,f,
Abreibung,beating,f,figuratively] 
abreichern,"to deplete, to remove",v,
Abreicherung,depletion,f,
Abreise,departure,f,of a voyage] 
abreisen,"to leave, depart (nach for)",v,at a voyage] 
abreisend,departing,adj,
abreissen,alternative spelling of abreißen,v,
abreißen,to tear off,v,
abreißen,"to tear down, to demolish",v,a building] 
abret.,abbreviation of altbretonisch,adj,
Abrieb,"abrasion, wear",m,
Abrieb,attrition,m,
abriegeln,"to bar, to bolt",v,"of a door, etc.] "
abriegeln,"to close off, to block off",v,of an area with barriers] 
abringen,"to force out, wring",v,
Abriss,demolition,m,
Abriss,"summary, outline",m,
Abriß,alternative spelling of Abriss,m,
Abrissbirne,wrecking ball,f,
Abrissparty,before the demolition of a building last private or public farewell event,f,colloquial] 
Abrösten,"roasting, torrefaction (of ores)",n,
abrücken,to move away [+ von (object) = from],vit,
abrufbar,"available, accessible, retrievable",adj,
abrufen,"To access, fetch or retrieve",v,
abrunden,"to round off (give something a smooth, roundish form, especially by filing the edges)",v,
abrunden,"to round off; to top off (complete or finish something, give it a satisfying form)",v,figurative] 
